"Mic","Note","Vel","Name","PeakDb","T_m40ms","T_m30ms","T_m20ms","T_m12ms","TpeakMs"
"Close 1","A-1","108","A-1_v108_e0_rr1 DPA CFIII.wav","-8.4","0.854","1.083","6.604","14.875","27.98"
"Close 1","A-1","117","A-1_v117_e0_rr1 DPA CFIII.wav","-6.5","0.333","5.104","10.708","13.146","32.06"
"Close 1","A-1","127","A-1_v127_e0_rr1 DPA CFIII.wav","-5.2","0.083","0.375","5.896","8.354","27.29"
"Close 1","A-1","18","A-1_v18_e0_rr1 DPA CFIII.wav","-33.1","0","2.125","26.875","28.271","35.48"
"Close 1","A-1","27","A-1_v27_e0_rr1 DPA CFIII.wav","-31.7","0.229","2.354","7.521","8.917","16.08"
"Close 1","A-1","36","A-1_v36_e0_rr1 DPA CFIII.wav","-28.2","5.646","12.771","33.021","33.562","41.38"
"Close 1","A-1","45","A-1_v45_e0_rr1 DPA CFIII.wav","-24.6","0","15.167","27.979","28.458","36.29"
"Close 1","A-1","54","A-1_v54_e0_rr1 DPA CFIII.wav","-21.4","1.979","14.771","27.479","27.688","35.73"
"Close 1","A-1","63","A-1_v63_e0_rr1 DPA CFIII.wav","-18.8","0.5","5.625","19.542","19.708","27.79"
"Close 1","A-1","72","A-1_v72_e0_rr1 DPA CFIII.wav","-15.7","1.854","10","13.042","23.833","31.94"
"Close 1","A-1","81","A-1_v81_e0_rr1 DPA CFIII.wav","-13.1","0.188","1.354","5.083","15.917","24.02"
"Close 1","A-1","90","A-1_v90_e0_rr1 DPA CFIII.wav","-11.3","3.583","8.521","11.688","22.562","30.67"
"Close 1","A-1","99","A-1_v99_e0_rr1 DPA CFIII.wav","-10.1","5.75","6.771","11.979","24.646","32.75"
"Close 1","A-1","9","A-1_v9_e0_rr1 DPA CFIII.wav","-41","0","2.979","7.396","8.854","16.23"
"Close 1","A0","108","A0_v108_e0_rr1 DPA CFIII.wav","-9.3","2.458","4.354","8.125","16.146","22.02"
"Close 1","A0","117","A0_v117_e0_rr1 DPA CFIII.wav","-6.8","0","0.354","1.771","8.958","14.52"
"Close 1","A0","127","A0_v127_e0_rr1 DPA CFIII.wav","-6.2","0","0","0.229","8.583","14.15"
"Close 1","A0","27","A0_v27_e0_rr1 DPA CFIII.wav","-31.1","0.333","1.917","8","8.792","14.58"
"Close 1","A0","36","A0_v36_e0_rr1 DPA CFIII.wav","-28.2","2.646","5.354","14.021","14.938","20.71"
"Close 1","A0","45","A0_v45_e0_rr1 DPA CFIII.wav","-24.4","1.521","1.75","13.25","13.688","19.38"
"Close 1","A0","54","A0_v54_e0_rr1 DPA CFIII.wav","-21.4","0.354","2.042","10.25","11.729","17.38"
"Close 1","A0","63","A0_v63_e0_rr1 DPA CFIII.wav","-18.7","2.479","3.229","14.354","15.229","20.85"
"Close 1","A0","72","A0_v72_e0_rr1 DPA CFIII.wav","-16.3","0.729","0.812","8.562","12.792","18.38"
"Close 1","A0","81","A0_v81_e0_rr1 DPA CFIII.wav","-14","0","0.042","4.312","8.583","14.15"
"Close 1","A0","90","A0_v90_e0_rr1 DPA CFIII.wav","-12.5","2.854","3","10.438","15.042","20.58"
"Close 1","A0","99","A0_v99_e0_rr1 DPA CFIII.wav","-11","2.229","2.354","9.771","14.042","19.92"
"Close 1","A0","9","A0_v9_e0_rr1 DPA CFIII.wav","-35","0.062","12.188","19.625","20.292","62.54"
"Close 1","A1","108","A1_v108_e0_rr1 DPA CFIII.wav","-9.7","0","1.375","1.542","7.646","56.21"
"Close 1","A1","117","A1_v117_e0_rr1 DPA CFIII.wav","-6.8","0.729","1.458","1.604","7.729","56.27"
"Close 1","A1","127","A1_v127_e0_rr1 DPA CFIII.wav","-5.8","0","1.458","1.604","7.667","56.25"
"Close 1","A1","18","A1_v18_e0_rr1 DPA CFIII.wav","-32.9","0","1.5","8.583","8.833","119.81"
"Close 1","A1","27","A1_v27_e0_rr1 DPA CFIII.wav","-29.9","0","7.708","8.604","8.854","119.83"
"Close 1","A1","36","A1_v36_e0_rr1 DPA CFIII.wav","-29.1","0","6.583","8.604","8.854","128.9"
"Close 1","A1","45","A1_v45_e0_rr1 DPA CFIII.wav","-27.3","0","1.938","7.875","8.854","119.83"
"Close 1","A1","54","A1_v54_e0_rr1 DPA CFIII.wav","-25.6","0.646","6.542","7.812","8.854","119.83"
"Close 1","A1","63","A1_v63_e0_rr1 DPA CFIII.wav","-22.8","0","1.708","7.875","8.812","119.83"
"Close 1","A1","72","A1_v72_e0_rr1 DPA CFIII.wav","-19.6","0.917","1.5","7.688","8.729","110.67"
"Close 1","A1","81","A1_v81_e0_rr1 DPA CFIII.wav","-16.5","0","1.562","7.646","8.708","110.65"
"Close 1","A1","90","A1_v90_e0_rr1 DPA CFIII.wav","-13.8","0","1.583","6.562","8.688","110.65"
"Close 1","A1","99","A1_v99_e0_rr1 DPA CFIII.wav","-12.2","0.729","1.583","6.562","8.646","128.67"
"Close 1","A1","9","A1_v9_e0_rr1 DPA CFIII.wav","-38.8","0","3.604","8.396","8.75","119.75"
"Close 1","A2","108","A2_v108_e0_rr1 DPA CFIII.wav","-7.6","0","6.188","8.896","9.271","40.73"
"Close 1","A2","117","A2_v117_e0_rr1 DPA CFIII.wav","-4.5","0.167","6.062","8.979","9.25","40.71"
"Close 1","A2","127","A2_v127_e0_rr1 DPA CFIII.wav","-3.7","0","6.062","8.979","9.25","40.71"
"Close 1","A2","18","A2_v18_e0_rr1 DPA CFIII.wav","-34.2","2.208","6","8.917","9.083","31.58"
"Close 1","A2","27","A2_v27_e0_rr1 DPA CFIII.wav","-30.4","0.271","7.458","8.938","9.062","36.04"
"Close 1","A2","36","A2_v36_e0_rr1 DPA CFIII.wav","-29.6","1.229","5.875","8.938","9.062","31.54"
"Close 1","A2","45","A2_v45_e0_rr1 DPA CFIII.wav","-27.8","0.021","7.396","8.938","9.042","31.52"
"Close 1","A2","54","A2_v54_e0_rr1 DPA CFIII.wav","-25.3","0.292","5.875","8.938","9.042","31.52"
"Close 1","A2","63","A2_v63_e0_rr1 DPA CFIII.wav","-22","4.75","5.896","8.75","9.042","31.54"
"Close 1","A2","72","A2_v72_e0_rr1 DPA CFIII.wav","-18.2","4.125","5.896","8.708","9.021","36.02"
"Close 1","A2","81","A2_v81_e0_rr1 DPA CFIII.wav","-14.6","5.854","5.938","8.667","9.021","40.5"
"Close 1","A2","90","A2_v90_e0_rr1 DPA CFIII.wav","-12.3","5.812","5.938","8.771","9.042","40.52"
"Close 1","A2","99","A2_v99_e0_rr1 DPA CFIII.wav","-10.2","3.708","6.146","8.938","9.229","40.71"
"Close 1","A2","9","A2_v9_e0_rr1 DPA CFIII.wav","-42.4","0","1.292","8.875","9.125","31.69"
"Close 1","A3","108","A3_v108_e0_rr1 DPA CFIII.wav","-8.7","0.229","7.562","8.917","8.979","30.44"
"Close 1","A3","117","A3_v117_e0_rr1 DPA CFIII.wav","-6.1","0","7.396","8.896","8.958","30.69"
"Close 1","A3","127","A3_v127_e0_rr1 DPA CFIII.wav","-4.9","0","7.125","7.562","8.979","30.69"
"Close 1","A3","18","A3_v18_e0_rr1 DPA CFIII.wav","-35","0","7.688","8.75","8.979","27.42"
"Close 1","A3","27","A3_v27_e0_rr1 DPA CFIII.wav","-30.6","2.854","7.521","8.812","8.979","27.44"
"Close 1","A3","36","A3_v36_e0_rr1 DPA CFIII.wav","-29.4","0.562","8.417","9.688","9.833","28.31"
"Close 1","A3","45","A3_v45_e0_rr1 DPA CFIII.wav","-28.1","0.729","8.708","8.854","8.979","27.46"
"Close 1","A3","54","A3_v54_e0_rr1 DPA CFIII.wav","-25.8","0.812","8.792","8.875","8.979","27.46"
"Close 1","A3","63","A3_v63_e0_rr1 DPA CFIII.wav","-22.5","2.958","7.583","8.896","9","56.73"
"Close 1","A3","72","A3_v72_e0_rr1 DPA CFIII.wav","-19.2","4.625","8.854","8.896","8.979","145"
"Close 1","A3","81","A3_v81_e0_rr1 DPA CFIII.wav","-16","3.083","7.583","8.917","9","47.77"
"Close 1","A3","90","A3_v90_e0_rr1 DPA CFIII.wav","-13.5","6.354","7.562","8.917","8.979","56.69"
"Close 1","A3","99","A3_v99_e0_rr1 DPA CFIII.wav","-11.6","6.062","7.542","8.896","8.979","30.46"
"Close 1","A3","9","A3_v9_e0_rr1 DPA CFIII.wav","-44.8","0","1.729","6.979","7.646","25.77"
"Close 1","A4","108","A4_v108_e0_rr1 DPA CFIII.wav","-6.9","1.375","7.125","7.25","7.958","15.58"
"Close 1","A4","117","A4_v117_e0_rr1 DPA CFIII.wav","-4.2","0","7.083","7.146","7.938","14.48"
"Close 1","A4","127","A4_v127_e0_rr1 DPA CFIII.wav","-3.4","0","1.896","7.167","7.958","14.48"
"Close 1","A4","18","A4_v18_e0_rr1 DPA CFIII.wav","-46.6","0.104","2.125","7","8.583","16.85"
"Close 1","A4","27","A4_v27_e0_rr1 DPA CFIII.wav","-36.2","0","6.104","6.833","8.042","15.9"
"Close 1","A4","36","A4_v36_e0_rr1 DPA CFIII.wav","-32.2","0","0.188","6.667","8.417","16.25"
"Close 1","A4","54","A4_v54_e0_rr1 DPA CFIII.wav","-29.1","0","3.104","7.75","8.917","16.73"
"Close 1","A4","63","A4_v63_e0_rr1 DPA CFIII.wav","-25.5","2.208","5.188","7.812","8.958","16.75"
"Close 1","A4","72","A4_v72_e0_rr1 DPA CFIII.wav","-21.2","4.729","7.125","7.833","8.958","16.73"
"Close 1","A4","81","A4_v81_e0_rr1 DPA CFIII.wav","-16.9","6.708","7.125","7.25","7.958","16.73"
"Close 1","A4","90","A4_v90_e0_rr1 DPA CFIII.wav","-12.1","0.5","7.125","7.833","7.917","14.46"
"Close 1","A4","99","A4_v99_e0_rr1 DPA CFIII.wav","-10","0","7.146","7.271","7.979","16.73"
"Close 1","A4","9","A4_v9_e0_rr1 DPA CFIII.wav","-54.7","0","0","0.75","8.958","66.12"
"Close 1","A5","108","A5_v108_e0_rr1 DPA CFIII.wav","-12.2","0","7.542","7.604","8.5","23.44"
"Close 1","A5","117","A5_v117_e0_rr1 DPA CFIII.wav","-8.7","0","7.833","8.104","8.979","21.12"
"Close 1","A5","127","A5_v127_e0_rr1 DPA CFIII.wav","-6.9","0","0","7.604","8.479","24"
"Close 1","A5","18","A5_v18_e0_rr1 DPA CFIII.wav","-61.1","0","0","0","2.375","23.6"
"Close 1","A5","27","A5_v27_e0_rr1 DPA CFIII.wav","-51.2","0.125","1.333","7.271","8.958","19.04"
"Close 1","A5","36","A5_v36_e0_rr1 DPA CFIII.wav","-43.7","0","3.542","7.438","8.979","19.02"
"Close 1","A5","54","A5_v54_e0_rr1 DPA CFIII.wav","-40.4","0.771","2","7.479","8.917","19"
"Close 1","A5","63","A5_v63_e0_rr1 DPA CFIII.wav","-34","1.958","7.396","7.812","8.917","22.6"
"Close 1","A5","72","A5_v72_e0_rr1 DPA CFIII.wav","-28.2","0","7.417","7.542","8.896","22.58"
"Close 1","A5","81","A5_v81_e0_rr1 DPA CFIII.wav","-22.3","7.229","7.479","7.583","8.896","22.58"
"Close 1","A5","90","A5_v90_e0_rr1 DPA CFIII.wav","-16.5","6.562","7.521","7.583","8.896","22.56"
"Close 1","A5","99","A5_v99_e0_rr1 DPA CFIII.wav","-15","7.354","7.542","7.604","8.771","24.02"
"Close 1","A5","9","A5_v9_e0_rr1 DPA CFIII.wav","-63.3","0","0","51.958","75.771","106.1"
"Close 1","A6","108","A6_v108_e0_rr1 DPA CFIII.wav","-14","2.271","8.979","9.229","9.583","14.77"
"Close 1","A6","117","A6_v117_e0_rr1 DPA CFIII.wav","-11.5","0","5.958","9.229","9.479","12.71"
"Close 1","A6","127","A6_v127_e0_rr1 DPA CFIII.wav","-9.8","0","3.5","9.021","9.5","12.73"
"Close 1","A6","18","A6_v18_e0_rr1 DPA CFIII.wav","-56.6","0","0","4.312","9.042","30.46"
"Close 1","A6","27","A6_v27_e0_rr1 DPA CFIII.wav","-49.3","0","0.292","3.292","8.958","14.08"
"Close 1","A6","45","A6_v45_e0_rr1 DPA CFIII.wav","-41.8","0.542","3.312","8.062","8.979","19.58"
"Close 1","A6","63","A6_v63_e0_rr1 DPA CFIII.wav","-37.2","1.875","7.229","7.729","8.354","19.52"
"Close 1","A6","72","A6_v72_e0_rr1 DPA CFIII.wav","-30.4","6.292","8.688","8.958","9.583","20.73"
"Close 1","A6","81","A6_v81_e0_rr1 DPA CFIII.wav","-25.1","7.292","8.708","8.979","9.604","20.75"
"Close 1","A6","90","A6_v90_e0_rr1 DPA CFIII.wav","-19.6","6.354","8.708","8.958","9.583","14.46"
"Close 1","A6","99","A6_v99_e0_rr1 DPA CFIII.wav","-17.2","4.875","8.604","8.938","9.583","14.48"
"Close 1","A6","9","A6_v9_e0_rr1 DPA CFIII.wav","-59.3","0","0","0.021","7.125","82.96"
"Close 2","A#-1","108","A#-1_v108_e0_rr1 DPA CFIII.wav","-8.1","0","1.75","4.688","17","25.08"
"Close 2","A#-1","117","A#-1_v117_e0_rr1 DPA CFIII.wav","-6.5","0","0.042","0.104","7.167","18.52"
"Close 2","A#-1","127","A#-1_v127_e0_rr1 DPA CFIII.wav","-5.7","0","1.583","6.771","15.854","27.21"
"Close 2","A#-1","18","A#-1_v18_e0_rr1 DPA CFIII.wav","-32.7","0","5.479","21","22.25","29.29"
"Close 2","A#-1","27","A#-1_v27_e0_rr1 DPA CFIII.wav","-30.6","0","1.646","15.917","16.854","23.9"
"Close 2","A#-1","36","A#-1_v36_e0_rr1 DPA CFIII.wav","-29.4","0.312","0.875","8.833","10.188","17.12"
"Close 2","A#-1","45","A#-1_v45_e0_rr1 DPA CFIII.wav","-26.5","0","1.875","16.167","17.125","24.04"
"Close 2","A#-1","54","A#-1_v54_e0_rr1 DPA CFIII.wav","-23","0.583","3.042","14.604","16","22.85"
"Close 2","A#-1","63","A#-1_v63_e0_rr1 DPA CFIII.wav","-19.9","0.438","5.875","16.917","18.812","25.62"
"Close 2","A#-1","72","A#-1_v72_e0_rr1 DPA CFIII.wav","-16.9","0.333","2.062","14.104","16.188","22.94"
"Close 2","A#-1","81","A#-1_v81_e0_rr1 DPA CFIII.wav","-14.2","2.479","5.458","18.25","22.5","30.06"
"Close 2","A#-1","90","A#-1_v90_e0_rr1 DPA CFIII.wav","-11.4","1.583","6.438","9.604","19.271","27.31"
"Close 2","A#-1","99","A#-1_v99_e0_rr1 DPA CFIII.wav","-9.8","3.042","4.229","11","20.667","28.73"
"Close 2","A#-1","9","A#-1_v9_e0_rr1 DPA CFIII.wav","-45.5","0","0.708","8.042","8.688","16.15"
"Close 2","A#0","108","A#0_v108_e0_rr1 DPA CFIII.wav","-9.4","2.833","5.292","9.062","14.562","53.5"
"Close 2","A#0","117","A#0_v117_e0_rr1 DPA CFIII.wav","-6.6","2.208","3.083","3.229","12.333","51.27"
"Close 2","A#0","127","A#0_v127_e0_rr1 DPA CFIII.wav","-5.8","0","0","0.625","6.729","60.4"
"Close 2","A#0","18","A#0_v18_e0_rr1 DPA CFIII.wav","-27.4","1.75","5.354","13.667","14.5","20.27"
"Close 2","A#0","36","A#0_v36_e0_rr1 DPA CFIII.wav","-26.2","0.688","2.917","13.458","14.271","20.23"
"Close 2","A#0","45","A#0_v45_e0_rr1 DPA CFIII.wav","-23.4","0.479","0.646","10.417","11.833","17.81"
"Close 2","A#0","54","A#0_v54_e0_rr1 DPA CFIII.wav","-21.2","2.125","2.812","12.792","14.062","20.08"
"Close 2","A#0","63","A#0_v63_e0_rr1 DPA CFIII.wav","-18.9","0","1.583","11.438","12.708","18.73"
"Close 2","A#0","72","A#0_v72_e0_rr1 DPA CFIII.wav","-16.6","0.354","3.708","8.438","14.854","20.9"
"Close 2","A#0","81","A#0_v81_e0_rr1 DPA CFIII.wav","-14.9","1.438","1.938","5.771","13.188","19.25"
"Close 2","A#0","90","A#0_v90_e0_rr1 DPA CFIII.wav","-13.9","0","2.083","5.854","13.208","36.15"
"Close 2","A#0","99","A#0_v99_e0_rr1 DPA CFIII.wav","-12","0","3.396","7.146","14.521","66.25"
"Close 2","A#0","9","A#0_v9_e0_rr1 DPA CFIII.wav","-29.9","1.521","12.188","19.104","20.646","26.46"
"Close 2","A#1","108","A#1_v108_e0_rr1 DPA CFIII.wav","-9","0.354","1.854","2","8.688","11.58"
"Close 2","A#1","117","A#1_v117_e0_rr1 DPA CFIII.wav","-6.7","0","1.875","2","8.708","54.31"
"Close 2","A#1","127","A#1_v127_e0_rr1 DPA CFIII.wav","-5.9","0","1.854","2","8.729","54.31"
"Close 2","A#1","36","A#1_v36_e0_rr1 DPA CFIII.wav","-30.3","0.708","2.042","8.104","8.833","28"
"Close 2","A#1","45","A#1_v45_e0_rr1 DPA CFIII.wav","-26.8","0","1.812","7.875","8.75","27.81"
"Close 2","A#1","54","A#1_v54_e0_rr1 DPA CFIII.wav","-23.3","0","1.396","7.854","8.667","27.75"
"Close 2","A#1","63","A#1_v63_e0_rr1 DPA CFIII.wav","-20.1","0","1.792","7.729","8.604","27.6"
"Close 2","A#1","72","A#1_v72_e0_rr1 DPA CFIII.wav","-17.4","0.042","1.938","7.729","8.562","27.62"
"Close 2","A#1","81","A#1_v81_e0_rr1 DPA CFIII.wav","-14.6","0.229","1.771","2","8.542","27.6"
"Close 2","A#1","90","A#1_v90_e0_rr1 DPA CFIII.wav","-13.7","0.083","1.979","7.75","8.542","71.29"
"Close 2","A#1","99","A#1_v99_e0_rr1 DPA CFIII.wav","-11.8","1.125","1.979","2.042","8.542","71.29"
"Close 2","A#1","9","A#1_v9_e0_rr1 DPA CFIII.wav","-33","0.417","1.917","7.979","8.833","28.04"
"Close 2","A#2","108","A#2_v108_e0_rr1 DPA CFIII.wav","-10.2","0","6.021","8.479","9.021","26.48"
"Close 2","A#2","117","A#2_v117_e0_rr1 DPA CFIII.wav","-7.7","0","0.646","7.146","9.021","64.73"
"Close 2","A#2","127","A#2_v127_e0_rr1 DPA CFIII.wav","-7","0","3.292","6.188","9.021","64.73"
"Close 2","A#2","18","A#2_v18_e0_rr1 DPA CFIII.wav","-37.9","0","7.396","8.729","8.938","21.96"
"Close 2","A#2","27","A#2_v27_e0_rr1 DPA CFIII.wav","-32.5","0.083","7.542","8.833","8.979","26.38"
"Close 2","A#2","36","A#2_v36_e0_rr1 DPA CFIII.wav","-31.5","1.146","7.854","8.875","9","26.38"
"Close 2","A#2","45","A#2_v45_e0_rr1 DPA CFIII.wav","-29.6","0.667","7.583","8.854","9","26.35"
"Close 2","A#2","54","A#2_v54_e0_rr1 DPA CFIII.wav","-26.5","1.688","7.5","8.875","9","26.38"
"Close 2","A#2","63","A#2_v63_e0_rr1 DPA CFIII.wav","-23.8","2.896","7.458","8.896","9","26.42"
"Close 2","A#2","72","A#2_v72_e0_rr1 DPA CFIII.wav","-20.8","2.396","6.062","8.542","9","26.44"
"Close 2","A#2","81","A#2_v81_e0_rr1 DPA CFIII.wav","-17.5","6.062","6.146","8.479","9","26.46"
"Close 2","A#2","90","A#2_v90_e0_rr1 DPA CFIII.wav","-14.4","2.792","6.125","8.521","9.021","26.48"
"Close 2","A#2","99","A#2_v99_e0_rr1 DPA CFIII.wav","-12.9","0.104","6.125","8.479","9.021","56.27"
"Close 2","A#2","9","A#2_v9_e0_rr1 DPA CFIII.wav","-48.2","0","0","0.104","11.583","20.38"
"Close 2","A#3","108","A#3_v108_e0_rr1 DPA CFIII.wav","-9.9","0","7.625","8.875","8.958","19.98"
"Close 2","A#3","117","A#3_v117_e0_rr1 DPA CFIII.wav","-6.5","0","7.625","8.875","8.958","19.94"
"Close 2","A#3","127","A#3_v127_e0_rr1 DPA CFIII.wav","-5.6","0","6","7.646","8.979","19.94"
"Close 2","A#3","18","A#3_v18_e0_rr1 DPA CFIII.wav","-37","0","7.521","8.583","8.792","24.42"
"Close 2","A#3","27","A#3_v27_e0_rr1 DPA CFIII.wav","-32.6","1","7.667","8.771","8.938","37.56"
"Close 2","A#3","36","A#3_v36_e0_rr1 DPA CFIII.wav","-30.4","1.792","7.688","8.771","8.938","22.29"
"Close 2","A#3","45","A#3_v45_e0_rr1 DPA CFIII.wav","-29.6","0.396","7.667","8.812","8.958","22.31"
"Close 2","A#3","54","A#3_v54_e0_rr1 DPA CFIII.wav","-28.2","0","7.646","8.812","8.938","24.48"
"Close 2","A#3","63","A#3_v63_e0_rr1 DPA CFIII.wav","-25.2","0.729","7.625","8.833","8.958","24.44"
"Close 2","A#3","72","A#3_v72_e0_rr1 DPA CFIII.wav","-21.2","3.854","7.688","8.854","8.958","22.29"
"Close 2","A#3","81","A#3_v81_e0_rr1 DPA CFIII.wav","-17.3","3.375","7.646","8.875","8.979","25.6"
"Close 2","A#3","90","A#3_v90_e0_rr1 DPA CFIII.wav","-14.6","0.833","7.625","8.875","8.958","36.17"
"Close 2","A#3","99","A#3_v99_e0_rr1 DPA CFIII.wav","-12.4","6.167","7.646","8.896","8.979","36.19"
"Close 2","A#3","9","A#3_v9_e0_rr1 DPA CFIII.wav","-45.1","0","0.479","7.062","7.5","36.08"
"Close 2","A#4","108","A#4_v108_e0_rr1 DPA CFIII.wav","-4.3","0.667","0.75","1.458","2.562","27.56"
"Close 2","A#4","117","A#4_v117_e0_rr1 DPA CFIII.wav","-1.5","1.208","7.167","7.854","8.979","21.71"
"Close 2","A#4","127","A#4_v127_e0_rr1 DPA CFIII.wav","-0.3","0.938","7.146","7.854","8.979","20.69"
"Close 2","A#4","18","A#4_v18_e0_rr1 DPA CFIII.wav","-51.4","0","0","6.812","8.562","32.42"
"Close 2","A#4","27","A#4_v27_e0_rr1 DPA CFIII.wav","-38.2","0","6.104","6.917","8.896","29.06"
"Close 2","A#4","36","A#4_v36_e0_rr1 DPA CFIII.wav","-33.9","0.521","0.646","0.917","3.438","26.21"
"Close 2","A#4","54","A#4_v54_e0_rr1 DPA CFIII.wav","-28.8","0","0.75","1.479","4.271","30.42"
"Close 2","A#4","63","A#4_v63_e0_rr1 DPA CFIII.wav","-23.7","0","0.75","1.479","4.25","30.4"
"Close 2","A#4","72","A#4_v72_e0_rr1 DPA CFIII.wav","-18.4","0.708","0.792","1.5","4.208","26.12"
"Close 2","A#4","81","A#4_v81_e0_rr1 DPA CFIII.wav","-13.3","0.688","0.771","1.479","2.625","29.77"
"Close 2","A#4","90","A#4_v90_e0_rr1 DPA CFIII.wav","-9.5","0.646","0.771","1.479","2.583","29.75"
"Close 2","A#4","99","A#4_v99_e0_rr1 DPA CFIII.wav","-7.3","0.729","0.75","1.438","2.562","23.33"
"Close 2","A#4","9","A#4_v9_e0_rr1 DPA CFIII.wav","-61.4","0","0.688","24.167","48.333","161.94"
"Close 2","A#5","108","A#5_v108_e0_rr1 DPA CFIII.wav","-8","7.604","7.625","7.708","9.042","18.75"
"Close 2","A#5","117","A#5_v117_e0_rr1 DPA CFIII.wav","-5","0","7.896","8.188","9.521","19.23"
"Close 2","A#5","127","A#5_v127_e0_rr1 DPA CFIII.wav","-3.7","0","8.229","8.292","9.646","19.35"
"Close 2","A#5","18","A#5_v18_e0_rr1 DPA CFIII.wav","-55.1","0","0","8.854","9.042","30.1"
"Close 2","A#5","27","A#5_v27_e0_rr1 DPA CFIII.wav","-42","0","7.438","8.896","9","19.6"
"Close 2","A#5","36","A#5_v36_e0_rr1 DPA CFIII.wav","-37.5","0.292","7.5","8.75","9","25.4"
"Close 2","A#5","45","A#5_v45_e0_rr1 DPA CFIII.wav","-35.9","0","7.542","8.771","9.021","25.4"
"Close 2","A#5","54","A#5_v54_e0_rr1 DPA CFIII.wav","-32.3","3.042","7.521","8.771","9.042","19.58"
"Close 2","A#5","63","A#5_v63_e0_rr1 DPA CFIII.wav","-28.2","4.854","7.542","8.729","9.042","19.54"
"Close 2","A#5","72","A#5_v72_e0_rr1 DPA CFIII.wav","-23","6.646","7.542","8.729","9.042","19.54"
"Close 2","A#5","81","A#5_v81_e0_rr1 DPA CFIII.wav","-17.8","7.333","7.583","8.708","9.042","18.73"
"Close 2","A#5","90","A#5_v90_e0_rr1 DPA CFIII.wav","-13","7.375","7.625","7.938","9.062","18.75"
"Close 2","A#5","99","A#5_v99_e0_rr1 DPA CFIII.wav","-10.5","7.583","7.604","7.938","9.083","18.75"
"Close 2","A#5","9","A#5_v9_e0_rr1 DPA CFIII.wav","-59.8","0","0","0","9.042","25.33"
"Close 2","A#6","108","A#6_v108_e0_rr1 DPA CFIII.wav","-11.9","3.083","7.458","7.917","8.062","14.38"
"Close 2","A#6","117","A#6_v117_e0_rr1 DPA CFIII.wav","-9.2","0.438","5.146","8.292","8.646","13.15"
"Close 2","A#6","127","A#6_v127_e0_rr1 DPA CFIII.wav","-7.2","0","1.208","7.958","8.146","12.65"
"Close 2","A#6","18","A#6_v18_e0_rr1 DPA CFIII.wav","-57","0","0","0.292","9.021","27.04"
"Close 2","A#6","27","A#6_v27_e0_rr1 DPA CFIII.wav","-49.8","0","0","0.042","8.938","19.71"
"Close 2","A#6","36","A#6_v36_e0_rr1 DPA CFIII.wav","-44.7","0.438","2.521","8.271","9","19.58"
"Close 2","A#6","45","A#6_v45_e0_rr1 DPA CFIII.wav","-41.7","0","3.958","8.333","8.979","19.56"
"Close 2","A#6","54","A#6_v54_e0_rr1 DPA CFIII.wav","-39.6","0.292","5.125","8.021","8.979","19.52"
"Close 2","A#6","63","A#6_v63_e0_rr1 DPA CFIII.wav","-37","1.646","7.438","8.188","8.396","19.5"
"Close 2","A#6","72","A#6_v72_e0_rr1 DPA CFIII.wav","-32.2","4.812","7.438","7.708","8.375","19.48"
"Close 2","A#6","81","A#6_v81_e0_rr1 DPA CFIII.wav","-25.7","7.167","7.438","8","8.354","15.27"
"Close 2","A#6","90","A#6_v90_e0_rr1 DPA CFIII.wav","-18.1","5.042","7.458","7.917","8.375","14.38"
"Close 2","A#6","99","A#6_v99_e0_rr1 DPA CFIII.wav","-15.4","7.312","7.458","7.917","8.375","14.38"
"Close 2","A#6","9","A#6_v9_e0_rr1 DPA CFIII.wav","-61.2","0","1.021","3","8.979","30.46"
"Close 3","B-1","108","B-1_v108_e0_rr1 DPA CFIII.wav","-7.7","0","0.083","6.167","16.396","25"
"Close 3","B-1","117","B-1_v117_e0_rr1 DPA CFIII.wav","-5.7","0","1.667","6.708","12","26.54"
"Close 3","B-1","127","B-1_v127_e0_rr1 DPA CFIII.wav","-5","0","1.312","6.167","11.479","26"
"Close 3","B-1","18","B-1_v18_e0_rr1 DPA CFIII.wav","-30.4","0.188","3.354","9.562","10.646","49.69"
"Close 3","B-1","27","B-1_v27_e0_rr1 DPA CFIII.wav","-29","2.208","9.229","19.583","19.729","26.58"
"Close 3","B-1","36","B-1_v36_e0_rr1 DPA CFIII.wav","-27.9","0","3.146","8.042","8.938","80.1"
"Close 3","B-1","45","B-1_v45_e0_rr1 DPA CFIII.wav","-24.3","1.333","7.25","17.396","18.792","89.96"
"Close 3","B-1","54","B-1_v54_e0_rr1 DPA CFIII.wav","-21.1","0","15.083","26.938","28.354","35.12"
"Close 3","B-1","63","B-1_v63_e0_rr1 DPA CFIII.wav","-18.4","1.542","7.417","22.979","24.479","31.25"
"Close 3","B-1","72","B-1_v72_e0_rr1 DPA CFIII.wav","-15.4","1.062","6","13.667","18.854","26.1"
"Close 3","B-1","81","B-1_v81_e0_rr1 DPA CFIII.wav","-12.9","0.438","0.938","10.062","16.958","24.65"
"Close 3","B-1","90","B-1_v90_e0_rr1 DPA CFIII.wav","-11.2","3.854","8.625","11.625","20.646","28.81"
"Close 3","B-1","99","B-1_v99_e0_rr1 DPA CFIII.wav","-9.7","1.479","2.771","7.062","17.854","26.44"
"Close 3","B-1","9","B-1_v9_e0_rr1 DPA CFIII.wav","-34.2","0.396","3.062","11.458","11.708","50.71"
